Employee ID,Age,Gender,Years at Company,Job Role,Monthly Income,Work-Life Balance,Job Satisfaction,Performance Rating,Number of Promotions,Overtime,Distance from Home,Education Level,Marital Status,Number of Dependents,Job Level,Company Size,Company Tenure,Remote Work,Leadership Opportunities,Innovation Opportunities,Company Reputation,Employee Recognition
48854,29,Female,10,Healthcare,5318,Fair,Very High,High,1,Yes,35,Bachelor’s Degree,Married,2,Entry,Medium,64,Yes,No,No,Excellent,Low
65318,43,Female,11,Technology,7375,Fair,High,Average,1,No,22,Bachelor’s Degree,Married,4,Mid,Large,22,No,No,No,Fair,High
13663,21,Male,12,Technology,10632,Excellent,High,High,3,No,7,Associate Degree,Married,0,Mid,Medium,41,No,No,No,Fair,High
11734,48,Female,11,Technology,9389,Excellent,Medium,Low,0,No,5,Master’s Degree,Married,1,Mid,Medium,80,Yes,No,No,Fair,Low
30815,22,Male,10,Healthcare,8900,Excellent,Low,Average,1,Yes,68,Bachelor’s Degree,Single,3,Mid,Medium,40,No,No,Yes,Poor,Low
3836,59,Male,25,Technology,9392,Good,High,Average,1,No,87,Bachelor’s Degree,Single,1,Entry,Large,83,No,No,No,Poor,High
61576,27,Male,13,Education,3925,Fair,Low,Average,0,No,70,Master’s Degree,Married,3,Mid,Medium,32,No,No,No,Good,High
9958,25,Female,17,Technology,8234,Poor,Medium,High,0,Yes,96,Master’s Degree,Married,2,Senior,Medium,95,Yes,No,No,Poor,Low
68887,32,Female,14,Media,5665,Good,Medium,High,0,Yes,94,Associate Degree,Married,3,Mid,Medium,87,No,No,No,Good,Low
28333,39,Male,11,Education,4030,Excellent,Very High,Average,2,No,66,Master’s Degree,Married,0,Entry,Medium,26,No,No,No,Good,Low
53938,57,Male,15,Technology,9733,Excellent,High,Average,1,No,67,Bachelor’s Degree,Married,3,Entry,Large,75,No,No,No,Good,Medium
61592,58,Female,16,Technology,8408,Good,High,Average,0,No,70,Associate Degree,Married,0,Mid,Medium,59,No,No,No,Good,Medium
34837,51,Male,18,Education,2813,Fair,High,Below Average,0,No,97,Master’s Degree,Married,2,Entry,Medium,97,No,No,No,Poor,Medium
1622,47,Male,14,Education,4515,Fair,High,High,0,No,79,High School,Married,2,Entry,Small,64,Yes,No,Yes,Good,High
20907,20,Male,7,Healthcare,8122,Excellent,High,Low,0,Yes,72,Associate Degree,Divorced,0,Mid,Medium,11,Yes,No,No,Good,Low
9607,29,Female,20,Technology,12393,Poor,Very High,High,0,No,28,Master’s Degree,Married,0,Entry,Large,68,Yes,Yes,No,Good,Medium
17445,57,Male,2,Technology,10548,Fair,High,Average,1,Yes,41,Bachelor’s Degree,Married,2,Senior,Large,60,No,No,No,Fair,High
6528,27,Female,14,Media,5836,Poor,High,Average,2,Yes,90,Master’s Degree,Single,2,Entry,Medium,28,No,No,No,Good,High
12869,33,Female,19,Technology,11162,Fair,High,Average,1,No,2,Bachelor’s Degree,Married,2,Mid,Small,52,Yes,No,Yes,Fair,Medium
24258,25,Male,10,Media,5763,Good,High,Average,2,No,35,Master’s Degree,Single,3,Entry,Medium,74,No,No,No,Good,Medium
25071,36,Female,2,Education,4089,Good,High,Average,0,No,31,Master’s Degree,Married,1,Entry,Large,42,No,No,No,Good,High
20407,25,Female,8,Education,4550,Poor,High,Below Average,1,No,92,High School,Single,4,Entry,Medium,40,No,No,No,Good,High
56751,19,Female,11,Media,5849,Good,Medium,Below Average,1,Yes,65,Bachelor’s Degree,Divorced,0,Senior,Large,72,No,No,No,Poor,High
31379,57,Male,17,Media,6216,Good,High,Average,0,No,39,Master’s Degree,Married,0,Mid,Medium,52,No,No,No,Poor,Medium
51663,26,Female,17,Education,3665,Good,Medium,High,2,No,66,Associate Degree,Divorced,3,Mid,Medium,47,No,No,No,Good,Medium
17555,22,Male,3,Media,5941,Fair,High,Average,2,No,21,Bachelor’s Degree,Married,2,Mid,Medium,39,No,No,No,Good,High
19239,55,Female,22,Technology,10048,Poor,High,Below Average,2,No,78,Bachelor’s Degree,Married,1,Mid,Medium,42,No,No,No,Fair,Medium
64220,30,Male,1,Media,5104,Good,High,Average,2,No,63,High School,Single,1,Mid,Large,26,No,No,Yes,Good,Very High
27581,24,Male,13,Education,3179,Good,High,Average,0,Yes,23,Bachelor’s Degree,Divorced,0,Senior,Small,50,No,No,No,Poor,Low
50579,46,Female,5,Finance,8690,Poor,High,Average,1,No,64,Associate Degree,Divorced,3,Senior,Small,20,Yes,No,Yes,Fair,Low
19195,35,Male,24,Technology,10582,Good,Very High,High,2,No,42,High School,Divorced,0,Mid,Medium,89,No,No,Yes,Fair,Medium
343,56,Female,11,Media,5233,Excellent,High,High,3,No,99,Bachelor’s Degree,Single,1,Entry,Medium,12,No,No,No,Good,Very High
37988,44,Female,6,Healthcare,6930,Excellent,High,Average,1,Yes,71,Bachelor’s Degree,Married,2,Entry,Medium,28,No,No,No,Poor,Medium
65255,50,Male,21,Healthcare,6421,Fair,High,High,0,No,21,Bachelor’s Degree,Married,5,Mid,Medium,28,No,No,No,Fair,Low
941,43,Male,2,Healthcare,8052,Good,High,High,0,No,93,High School,Married,5,Mid,Small,70,No,No,No,Poor,Medium
58765,38,Male,29,Healthcare,6930,Fair,Very High,Below Average,0,No,54,Associate Degree,Married,0,Mid,Medium,45,Yes,No,Yes,Good,Low
69646,19,Male,4,Healthcare,7416,Good,High,Average,0,No,26,Associate Degree,Married,1,Mid,Small,16,Yes,No,No,Fair,Low
22962,58,Female,35,Technology,10847,Excellent,High,Average,0,Yes,98,Master’s Degree,Married,6,Mid,Large,60,No,No,No,Good,High
4615,39,Female,18,Education,4268,Poor,Very High,Below Average,0,No,56,Associate Degree,Married,4,Mid,Medium,67,No,No,No,Good,Low
57192,57,Male,7,Media,5442,Excellent,Medium,High,0,No,52,Associate Degree,Divorced,0,Mid,Small,53,No,No,No,Good,High
3874,23,Male,4,Healthcare,10195,Fair,Very High,Low,0,No,35,Associate Degree,Married,1,Mid,Medium,67,Yes,No,No,Good,Low
2089,26,Male,2,Media,6146,Fair,High,High,1,No,50,Master’s Degree,Married,4,Entry,Medium,44,No,Yes,No,Good,Low
71563,49,Female,38,Media,6458,Excellent,Medium,Average,1,No,41,Bachelor’s Degree,Married,3,Entry,Large,74,No,No,No,Excellent,High
617,27,Male,15,Finance,5730,Good,High,Average,0,Yes,55,Bachelor’s Degree,Married,2,Entry,Medium,90,No,No,No,Poor,High
70412,32,Female,14,Technology,10170,Excellent,High,Average,0,No,19,High School,Married,1,Mid,Medium,73,Yes,No,No,Good,Low
71803,53,Female,7,Education,4583,Fair,High,High,1,Yes,9,PhD,Married,4,Mid,Medium,67,Yes,No,Yes,Poor,High
61060,51,Female,6,Education,4567,Fair,High,High,1,Yes,99,Associate Degree,Single,0,Mid,Small,10,No,No,Yes,Good,Very High
16064,18,Female,1,Finance,10479,Good,High,Average,0,No,35,Bachelor’s Degree,Married,3,Entry,Small,30,No,No,No,Good,Medium
4310,21,Female,12,Media,5390,Good,High,Below Average,0,Yes,3,Bachelor’s Degree,Married,1,Entry,Large,36,No,No,No,Good,Medium
72137,44,Male,11,Media,6155,Fair,High,Average,0,No,75,Master’s Degree,Married,0,Entry,Small,56,No,No,No,Good,High
41545,59,Male,32,Healthcare,8098,Good,Medium,Average,1,Yes,20,Master’s Degree,Married,3,Entry,Medium,38,No,No,No,Fair,Medium
4013,47,Female,30,Healthcare,7852,Excellent,Very High,High,0,Yes,88,Bachelor’s Degree,Single,1,Entry,Large,79,No,No,Yes,Good,Low
47009,23,Female,7,Media,5035,Good,High,Average,2,No,35,Associate Degree,Married,1,Mid,Small,60,No,No,No,Good,Low
21212,26,Male,15,Finance,6814,Fair,Medium,High,0,No,1,Bachelor’s Degree,Married,1,Entry,Small,49,No,No,No,Poor,Medium
66634,35,Male,16,Education,3994,Fair,High,Average,1,No,94,Associate Degree,Divorced,0,Mid,Large,33,No,No,No,Fair,High
32341,34,Female,22,Finance,7705,Excellent,Very High,Average,0,Yes,27,Bachelor’s Degree,Married,0,Entry,Medium,64,No,No,No,Excellent,Medium
47386,55,Female,30,Education,3356,Poor,Medium,High,0,No,77,Master’s Degree,Single,0,Entry,Medium,73,Yes,No,No,Good,High
51578,52,Female,7,Finance,6074,Poor,High,Average,0,No,75,Associate Degree,Single,1,Entry,Large,48,No,No,No,Fair,Medium
23530,50,Female,38,Finance,9200,Poor,Medium,Below Average,0,No,7,High School,Married,1,Entry,Medium,83,Yes,No,Yes,Good,Very High
7738,52,Male,14,Technology,9710,Good,Medium,High,0,No,83,Bachelor’s Degree,Married,4,Mid,Medium,67,No,No,No,Good,Low
23000,34,Female,20,Media,4924,Fair,Low,Average,0,No,22,Bachelor’s Degree,Single,0,Mid,Medium,52,No,No,No,Good,Low
64260,36,Female,18,Media,6499,Excellent,Very High,Average,0,Yes,13,High School,Divorced,0,Entry,Small,30,Yes,No,No,Poor,Low
40941,43,Male,3,Media,5810,Fair,High,Below Average,0,No,21,Associate Degree,Single,2,Entry,Medium,43,No,No,No,Good,Medium
23972,27,Female,3,Education,4423,Excellent,High,High,4,No,73,Bachelor’s Degree,Married,1,Entry,Large,49,No,No,Yes,Good,High
11573,56,Male,4,Healthcare,6020,Fair,Low,Average,0,No,66,Bachelor’s Degree,Single,4,Mid,Medium,53,No,No,No,Poor,Low
33174,21,Female,12,Finance,9539,Fair,Low,Average,0,No,57,Associate Degree,Married,3,Mid,Medium,25,No,No,Yes,Fair,Medium
23892,38,Male,27,Finance,6956,Good,High,Average,1,No,55,Master’s Degree,Divorced,3,Mid,Large,96,No,No,No,Good,High
46583,46,Female,3,Finance,8391,Fair,Medium,Average,1,No,38,High School,Single,3,Entry,Small,56,No,No,No,Fair,Low
10330,21,Male,12,Finance,5508,Poor,High,Average,0,No,49,Master’s Degree,Married,4,Mid,Medium,15,No,No,No,Poor,Medium
62689,20,Female,7,Healthcare,7520,Good,Very High,Below Average,2,No,36,High School,Divorced,4,Entry,Large,33,No,No,Yes,Fair,Low
52705,56,Female,15,Finance,6053,Poor,High,High,0,No,93,Associate Degree,Single,1,Entry,Medium,21,No,No,No,Good,Medium
5347,35,Male,25,Media,5925,Excellent,High,Average,0,No,34,Bachelor’s Degree,Married,1,Entry,Large,62,No,No,Yes,Good,Medium
13180,19,Male,6,Technology,11503,Excellent,High,Average,0,Yes,76,Associate Degree,Married,0,Mid,Medium,23,No,No,No,Good,Medium
54522,44,Male,6,Education,4220,Good,High,Average,0,Yes,98,High School,Divorced,2,Mid,Medium,84,No,No,No,Poor,High
40257,33,Male,21,Media,6025,Fair,High,Average,1,Yes,46,Master’s Degree,Married,0,Entry,Medium,46,No,No,No,Poor,High
52824,50,Female,17,Healthcare,8164,Fair,High,High,2,No,97,Associate Degree,Married,3,Entry,Large,91,No,Yes,No,Good,Low
37541,20,Female,1,Finance,8494,Fair,High,Below Average,2,Yes,24,Master’s Degree,Divorced,1,Entry,Small,22,Yes,No,Yes,Poor,Very High
31063,43,Male,3,Media,5569,Fair,High,Below Average,3,No,18,Bachelor’s Degree,Single,4,Senior,Medium,63,No,No,No,Good,Medium
67993,33,Female,5,Technology,8173,Good,Very High,Average,2,Yes,83,Associate Degree,Single,1,Entry,Large,12,Yes,No,Yes,Poor,Low
73565,27,Male,14,Education,3713,Good,Low,Average,0,No,75,Bachelor’s Degree,Divorced,0,Mid,Medium,60,No,No,No,Good,Medium
15884,38,Female,1,Finance,9785,Good,High,Below Average,1,No,1,Bachelor’s Degree,Single,1,Senior,Medium,13,No,No,No,Fair,Low
30410,37,Female,10,Media,6080,Good,High,Average,0,No,13,Bachelor’s Degree,Married,4,Entry,Small,11,No,No,No,Excellent,Medium
29111,45,Male,6,Education,3073,Fair,Very High,High,1,Yes,38,Associate Degree,Single,1,Mid,Small,16,No,No,No,Poor,Medium
40073,33,Male,23,Technology,9491,Poor,High,Low,0,No,11,High School,Married,1,Entry,Small,83,No,No,No,Good,Medium
21350,54,Male,36,Technology,7110,Good,Very High,Average,1,Yes,10,Master’s Degree,Single,1,Senior,Medium,75,No,No,No,Poor,Medium
11497,43,Male,30,Technology,5372,Good,High,Average,0,Yes,41,High School,Married,4,Senior,Medium,65,Yes,No,No,Good,Low
56358,48,Male,28,Finance,11655,Fair,High,Average,0,No,26,Associate Degree,Single,3,Senior,Medium,41,No,No,No,Fair,Low
58075,24,Female,15,Healthcare,7728,Fair,Low,Below Average,3,Yes,73,Master’s Degree,Married,0,Mid,Small,50,No,No,No,Fair,Medium
21274,39,Male,10,Technology,9376,Poor,High,Average,1,No,73,Associate Degree,Divorced,1,Senior,Medium,71,No,No,No,Good,High
57336,20,Female,9,Healthcare,7522,Fair,Very High,Below Average,2,No,50,Associate Degree,Single,0,Mid,Medium,33,No,No,Yes,Fair,Medium
15498,56,Male,35,Technology,7991,Good,High,Average,0,No,71,High School,Married,1,Mid,Medium,54,Yes,No,No,Fair,High
73410,19,Male,7,Healthcare,10530,Good,Low,Average,1,Yes,55,Associate Degree,Married,1,Entry,Medium,31,No,No,No,Good,High
42944,24,Male,9,Education,4371,Excellent,Medium,Below Average,3,No,34,Bachelor’s Degree,Married,0,Entry,Medium,49,No,No,No,Poor,Low
49559,44,Female,21,Healthcare,9646,Good,High,Low,1,No,43,Bachelor’s Degree,Married,3,Mid,Medium,74,Yes,No,No,Good,Low
14460,45,Male,34,Media,6012,Good,Low,High,0,No,13,Master’s Degree,Married,1,Entry,Small,53,No,No,No,Fair,Medium
15113,49,Female,25,Education,3650,Good,High,Average,2,No,47,High School,Married,0,Mid,Large,53,No,No,Yes,Good,Low
5946,42,Female,1,Healthcare,7874,Poor,High,High,2,No,56,High School,Single,1,Entry,Large,31,No,No,Yes,Good,Medium
31976,34,Male,6,Education,5904,Fair,Very High,High,0,No,28,High School,Divorced,1,Mid,Medium,29,No,No,No,Good,Low
69969,20,Male,8,Media,6190,Poor,Medium,Average,0,Yes,52,High School,Married,0,Mid,Medium,28,No,No,No,Good,High
52915,39,Female,13,Finance,6968,Good,Medium,Average,0,No,71,Bachelor’s Degree,Single,1,Mid,Medium,61,No,No,No,Poor,High
58135,41,Female,30,Healthcare,7329,Fair,High,Average,3,No,91,Bachelor’s Degree,Divorced,3,Mid,Large,45,No,No,No,Good,Low
52065,22,Female,13,Technology,8996,Fair,Very High,High,0,No,13,High School,Married,0,Senior,Medium,24,No,Yes,No,Excellent,Low
61183,21,Female,2,Technology,8408,Poor,High,High,0,No,48,High School,Married,1,Entry,Small,64,No,No,No,Good,Low
69950,54,Male,13,Media,6199,Good,Very High,Average,0,Yes,67,Bachelor’s Degree,Married,1,Entry,Small,43,No,No,No,Good,Medium
13840,30,Female,20,Technology,7713,Fair,Medium,Average,3,No,46,Master’s Degree,Divorced,5,Mid,Small,71,No,No,No,Fair,Low
15819,39,Male,27,Finance,6095,Excellent,Very High,Average,0,No,68,Associate Degree,Married,2,Mid,Medium,70,No,Yes,No,Good,Medium
54430,49,Male,23,Healthcare,8895,Excellent,Very High,Below Average,1,Yes,64,Associate Degree,Single,1,Entry,Large,98,No,No,No,Good,High
12581,43,Female,31,Healthcare,7866,Excellent,High,High,0,No,71,Bachelor’s Degree,Single,1,Entry,Medium,91,No,No,No,Good,High
59703,57,Male,8,Technology,10264,Fair,Medium,Average,1,No,46,Bachelor’s Degree,Married,1,Mid,Large,66,No,No,No,Poor,High
12620,40,Female,7,Healthcare,9769,Good,Low,High,0,No,51,Master’s Degree,Single,4,Mid,Small,57,No,Yes,No,Poor,Low
12826,53,Male,20,Finance,7392,Good,Medium,High,1,No,69,Associate Degree,Single,2,Entry,Large,34,No,No,No,Good,Low
24965,54,Female,44,Healthcare,7767,Good,Low,Average,0,No,74,Master’s Degree,Married,1,Mid,Medium,91,No,No,No,Good,Low
67175,57,Female,14,Education,4541,Fair,Low,Average,1,No,30,Bachelor’s Degree,Married,1,Entry,Large,48,Yes,No,No,Good,Low
40982,30,Male,22,Healthcare,7413,Excellent,Very High,Average,3,Yes,71,Bachelor’s Degree,Married,0,Entry,Large,85,No,No,Yes,Poor,Low
43236,47,Female,34,Technology,9514,Fair,High,Average,0,Yes,40,High School,Married,0,Mid,Medium,48,No,No,No,Good,Low
41313,18,Male,8,Technology,8531,Good,High,Average,0,No,85,Associate Degree,Single,3,Mid,Small,9,Yes,No,No,Fair,Low
23018,18,Female,6,Healthcare,7781,Fair,High,Average,3,No,7,Bachelor’s Degree,Married,1,Mid,Small,74,No,No,No,Good,Medium
17688,56,Male,43,Education,5075,Excellent,Medium,Average,0,No,63,High School,Married,4,Mid,Medium,77,No,No,No,Poor,Low
48837,23,Female,2,Technology,9947,Fair,Very High,High,1,No,65,Bachelor’s Degree,Married,0,Mid,Medium,12,Yes,No,No,Poor,Low
23918,48,Female,9,Education,4846,Fair,High,High,1,No,97,Bachelor’s Degree,Married,1,Senior,Medium,58,No,No,No,Good,Medium
38771,24,Male,14,Technology,7468,Poor,Medium,Average,0,No,19,Bachelor’s Degree,Married,3,Entry,Medium,76,No,No,No,Fair,Low
23962,23,Male,5,Healthcare,8872,Fair,High,High,0,Yes,44,High School,Single,2,Mid,Small,63,No,No,No,Excellent,Low
56621,42,Female,19,Technology,9785,Good,Medium,Average,2,No,74,Bachelor’s Degree,Married,1,Mid,Medium,25,Yes,No,Yes,Poor,Medium
15285,31,Female,9,Technology,7331,Good,Medium,Average,0,Yes,31,Associate Degree,Single,4,Senior,Small,22,No,No,Yes,Good,Medium
72161,49,Male,15,Healthcare,6396,Fair,Very High,Average,1,Yes,30,Associate Degree,Divorced,1,Mid,Small,60,No,No,No,Fair,Low
43504,53,Male,3,Healthcare,7707,Poor,High,Below Average,2,No,28,Bachelor’s Degree,Single,2,Mid,Medium,39,Yes,No,No,Fair,Low
46188,48,Female,35,Technology,8928,Good,High,Average,0,Yes,42,Associate Degree,Married,0,Senior,Large,91,Yes,No,No,Good,Medium
68832,46,Female,3,Technology,10212,Good,High,Average,0,No,74,High School,Married,0,Entry,Medium,16,No,No,No,Good,High
1171,59,Male,37,Media,6059,Fair,Very High,High,0,No,34,Associate Degree,Married,0,Entry,Medium,52,No,No,No,Excellent,Low
30114,47,Male,34,Media,5961,Fair,High,Average,0,No,72,Associate Degree,Divorced,0,Mid,Medium,61,No,No,No,Excellent,Medium
35149,46,Female,26,Finance,9163,Fair,High,Average,0,Yes,99,Master’s Degree,Divorced,5,Senior,Large,101,No,No,No,Good,Medium
7882,32,Male,23,Media,6152,Good,Very High,High,0,Yes,16,High School,Married,1,Entry,Large,85,No,No,No,Good,Low
71724,36,Male,27,Media,5988,Good,Medium,Average,3,No,20,Bachelor’s Degree,Married,0,Senior,Small,28,No,No,Yes,Fair,High
4045,21,Female,5,Education,3219,Good,Low,Average,0,Yes,52,Bachelor’s Degree,Single,0,Mid,Small,74,No,No,No,Excellent,Very High
16702,23,Female,10,Healthcare,6820,Good,High,Average,3,No,30,Associate Degree,Single,0,Senior,Medium,45,No,No,No,Fair,Medium
73555,33,Female,8,Finance,6010,Excellent,High,Average,0,No,14,PhD,Married,0,Mid,Small,44,No,No,No,Good,Medium
65565,59,Female,23,Technology,6491,Good,Very High,Average,2,No,11,Bachelor’s Degree,Married,3,Entry,Medium,24,Yes,No,No,Good,Medium
9052,48,Male,4,Healthcare,7280,Excellent,Very High,High,0,Yes,80,Master’s Degree,Married,0,Senior,Small,65,Yes,No,No,Poor,High
22533,52,Male,22,Education,4170,Good,Low,Below Average,1,Yes,52,Associate Degree,Married,1,Senior,Medium,66,No,No,No,Poor,High
53506,39,Male,27,Healthcare,7263,Fair,High,Below Average,0,No,93,Bachelor’s Degree,Divorced,1,Entry,Small,75,No,No,Yes,Poor,Low
30844,32,Female,17,Healthcare,8361,Excellent,High,Average,0,Yes,88,Master’s Degree,Divorced,4,Entry,Medium,96,No,No,No,Excellent,Medium
56538,24,Female,1,Technology,11240,Excellent,High,Average,2,No,76,Associate Degree,Married,3,Entry,Small,69,No,No,No,Good,High
28564,34,Female,21,Education,5335,Good,High,Average,0,Yes,54,Bachelor’s Degree,Married,1,Entry,Large,56,No,No,No,Good,Low
64349,35,Female,1,Technology,6859,Poor,Very High,Average,1,Yes,17,PhD,Single,0,Mid,Small,44,Yes,No,No,Good,Medium
29253,23,Female,15,Education,4265,Poor,Low,Average,0,Yes,62,High School,Married,0,Mid,Small,58,No,No,No,Poor,Medium
11242,58,Male,8,Media,5828,Good,Medium,Below Average,1,No,50,Bachelor’s Degree,Married,2,Senior,Small,68,No,No,No,Good,Medium
70346,31,Female,5,Education,4884,Poor,Very High,Average,1,No,44,Master’s Degree,Married,4,Mid,Large,69,No,No,No,Fair,Low
3130,45,Male,18,Technology,10548,Fair,Very High,High,0,Yes,33,High School,Single,3,Entry,Medium,44,No,No,No,Good,Low
25182,57,Female,23,Media,5799,Poor,Very High,Average,0,No,16,Bachelor’s Degree,Married,0,Mid,Medium,33,No,No,No,Excellent,High
39678,23,Female,4,Technology,10236,Good,High,High,0,Yes,52,Associate Degree,Single,1,Senior,Medium,40,No,No,Yes,Good,Medium
20219,29,Male,14,Finance,9727,Excellent,Very High,Below Average,4,Yes,92,Master’s Degree,Married,1,Mid,Medium,90,No,No,No,Excellent,Medium
32761,43,Male,11,Finance,7598,Good,Very High,Average,0,Yes,63,High School,Married,3,Entry,Large,56,No,No,No,Fair,Low
40842,31,Male,19,Education,5040,Fair,High,Average,1,No,93,High School,Married,0,Mid,Small,52,No,No,No,Poor,Low
20339,36,Female,28,Healthcare,7239,Excellent,Medium,Average,1,No,15,High School,Married,3,Mid,Medium,60,No,No,No,Poor,Medium
16281,29,Male,7,Finance,10886,Good,High,Average,0,No,58,Associate Degree,Single,2,Entry,Medium,31,No,No,No,Poor,Medium
20976,19,Male,1,Technology,9070,Excellent,High,High,1,No,96,Bachelor’s Degree,Married,1,Entry,Large,52,No,No,No,Good,Low
66186,34,Male,23,Healthcare,7277,Good,High,Average,0,No,36,Master’s Degree,Single,2,Mid,Small,43,No,No,Yes,Good,Medium
19541,47,Male,33,Healthcare,7272,Good,Medium,Average,0,No,93,PhD,Married,5,Mid,Medium,73,Yes,No,No,Excellent,High
23167,45,Male,5,Education,4582,Fair,High,Average,0,Yes,52,Master’s Degree,Single,1,Senior,Medium,36,Yes,No,No,Poor,Medium
20017,27,Male,3,Technology,10514,Fair,High,Below Average,3,Yes,19,High School,Married,4,Senior,Large,48,No,No,Yes,Excellent,Medium
56424,40,Male,11,Media,5094,Good,High,Average,0,No,32,High School,Married,1,Entry,Medium,67,No,No,No,Poor,High
37557,52,Female,1,Education,4934,Excellent,Medium,High,1,No,50,Master’s Degree,Married,1,Senior,Large,57,No,No,No,Excellent,Medium
30556,34,Female,26,Healthcare,6085,Fair,High,Average,0,Yes,92,Master’s Degree,Married,2,Entry,Medium,54,No,No,No,Excellent,High
70063,55,Male,32,Media,6312,Good,Very High,Average,4,Yes,37,High School,Single,0,Mid,Small,46,No,No,Yes,Fair,High
35270,58,Female,27,Media,5183,Excellent,High,Low,1,No,74,Associate Degree,Divorced,1,Entry,Small,105,No,No,No,Fair,Medium
16342,44,Male,28,Healthcare,7650,Good,High,Average,1,No,76,Bachelor’s Degree,Married,0,Mid,Medium,75,No,No,No,Poor,High
44751,53,Female,13,Education,5142,Good,Very High,Average,3,No,41,Master’s Degree,Single,1,Entry,Medium,59,No,No,No,Good,High
10838,26,Male,3,Technology,11054,Good,High,Average,0,No,57,High School,Married,0,Senior,Small,39,No,No,No,Good,High
55702,37,Female,17,Education,4654,Fair,Medium,Average,3,No,32,PhD,Single,2,Senior,Small,21,No,No,Yes,Good,High
24527,54,Female,13,Healthcare,7892,Fair,Very High,Average,1,Yes,22,Bachelor’s Degree,Single,1,Entry,Large,50,No,No,No,Fair,Medium
7356,24,Male,7,Healthcare,9238,Good,Very High,Average,1,No,15,Associate Degree,Single,3,Entry,Medium,29,Yes,No,No,Good,Medium
41017,53,Male,4,Technology,13081,Good,Medium,Average,0,Yes,23,Master’s Degree,Single,0,Entry,Large,12,Yes,No,Yes,Poor,Medium
73398,36,Female,10,Finance,6609,Poor,High,Below Average,2,Yes,33,Bachelor’s Degree,Married,2,Mid,Small,60,No,No,No,Good,Medium
22942,47,Female,13,Technology,7843,Good,Very High,Below Average,1,No,87,Master’s Degree,Divorced,1,Entry,Large,34,No,Yes,No,Good,High
9785,48,Female,31,Finance,7212,Excellent,High,Average,2,No,27,High School,Married,3,Mid,Small,69,No,No,No,Excellent,Low
24778,18,Male,3,Healthcare,9528,Poor,High,Below Average,1,No,17,Master’s Degree,Married,3,Entry,Large,77,No,No,No,Good,Medium
41440,29,Male,12,Finance,6847,Good,Low,Below Average,1,No,41,Bachelor’s Degree,Married,1,Mid,Small,74,No,Yes,No,Poor,Medium
8362,36,Male,25,Finance,11418,Fair,High,Average,1,No,95,Bachelor’s Degree,Single,1,Mid,Small,99,No,No,No,Excellent,Very High
14449,50,Female,22,Technology,9177,Fair,High,Average,0,Yes,72,High School,Single,0,Senior,Medium,64,Yes,No,Yes,Poor,Low
30729,53,Female,9,Education,3678,Excellent,High,Below Average,2,No,2,Master’s Degree,Single,3,Senior,Medium,87,No,No,No,Poor,Medium
24934,49,Female,28,Technology,9412,Fair,High,Average,0,No,35,Bachelor’s Degree,Single,0,Entry,Small,104,No,Yes,No,Good,Low
26062,51,Male,1,Education,4566,Excellent,High,Average,0,No,42,Bachelor’s Degree,Single,1,Entry,Medium,37,No,No,No,Fair,Medium
23756,40,Male,13,Education,4198,Good,High,Average,3,No,91,Associate Degree,Married,1,Senior,Medium,51,Yes,No,No,Fair,High
60592,45,Male,15,Healthcare,7626,Excellent,High,High,0,No,62,Master’s Degree,Single,0,Senior,Medium,92,No,No,Yes,Poor,Medium
67481,41,Female,32,Education,5002,Excellent,High,Average,2,No,95,Master’s Degree,Single,0,Entry,Large,87,No,No,No,Fair,Low
48691,41,Male,11,Technology,6934,Fair,Medium,Low,0,No,40,High School,Married,0,Senior,Small,43,No,No,No,Poor,Low
59496,52,Female,39,Finance,8609,Fair,High,Average,1,No,30,Master’s Degree,Single,4,Mid,Medium,77,No,No,No,Good,Medium
40588,37,Female,7,Healthcare,9192,Good,Medium,Below Average,0,Yes,71,Master’s Degree,Divorced,0,Entry,Small,20,No,No,No,Fair,Low
19838,42,Female,33,Finance,5954,Good,High,High,2,No,77,Master’s Degree,Married,0,Senior,Medium,89,Yes,Yes,No,Excellent,Medium
24578,40,Male,19,Technology,7634,Excellent,Very High,Average,3,Yes,24,Associate Degree,Divorced,3,Entry,Medium,71,No,No,No,Excellent,Medium
24955,46,Male,19,Media,5656,Good,Medium,Average,1,No,99,Associate Degree,Married,0,Entry,Medium,67,No,No,No,Good,High
57449,23,Female,14,Media,6015,Excellent,Medium,Average,1,Yes,37,Bachelor’s Degree,Married,0,Mid,Small,33,No,No,No,Good,Low
45468,47,Female,22,Technology,6873,Good,High,High,1,No,14,Associate Degree,Single,3,Mid,Medium,34,No,No,No,Good,High
3739,37,Male,11,Healthcare,7057,Fair,High,Average,2,No,32,Master’s Degree,Married,0,Mid,Large,25,No,No,Yes,Poor,High
67920,21,Male,4,Education,4417,Good,High,Low,1,No,13,Associate Degree,Married,0,Entry,Medium,40,No,No,No,Good,High
35603,47,Male,25,Finance,6560,Good,Low,Below Average,1,No,93,Bachelor’s Degree,Divorced,4,Entry,Small,31,No,No,Yes,Excellent,High
37663,59,Female,29,Technology,6859,Good,Low,Average,1,No,76,Master’s Degree,Married,3,Entry,Small,51,No,No,No,Good,Low
39341,18,Male,7,Healthcare,7782,Good,High,High,0,No,19,High School,Married,2,Mid,Small,82,No,No,No,Good,Very High
66474,55,Male,24,Media,5988,Excellent,High,Low,2,Yes,86,Master’s Degree,Married,1,Mid,Small,80,Yes,No,No,Poor,Low
